route_id,trip_id,trip_headsign,service_id
7,259,To Shoreline,2
1,64,To Shoreline,3
1,65,To Shoreline,3
2,66,To Shoreline,1
2,67,To Shoreline,1
7,252,To Mountain View Caltrain,1
2,69,To Shoreline,2
7,250,To Mountain View Caltrain,1
7,251,To Mountain View Caltrain,1
7,256,To Shoreline,2
7,257,To Shoreline,2
7,254,To Mountain View Caltrain,1
7,255,To Shoreline,2
8,603,"Hyatt Regency Embarcadero, via Millbrae BART",2
8,602,"Hyatt Regency Embarcadero, via Millbrae BART",2
3,731,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,730,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,733,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,732,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,735,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,734,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
5,508,To BiltMore Hotel & Suites and Avatar Hotel,1
5,509,To BiltMore Hotel & Suites and Avatar Hotel,1
4,506,To Plaza Suites & Embassy Suites Santa Clara,3
5,507,To BiltMore Hotel & Suites and Avatar Hotel,1
4,504,To Plaza Suites & Embassy Suites Santa Clara,3
4,505,To Plaza Suites & Embassy Suites Santa Clara,3
4,502,To Plaza Suites & Embassy Suites Santa Clara,2
4,503,To Plaza Suites & Embassy Suites Santa Clara,3
4,500,To Plaza Suites & Embassy Suites Santa Clara,2
4,501,To Plaza Suites & Embassy Suites Santa Clara,2
11,630,San Francisco International Airport,3
11,631,San Francisco International Airport,3
11,632,San Francisco International Airport,3
11,633,San Francisco International Airport,3
4,469,To Plaza Suites & Embassy Suites Santa Clara,1
4,468,To Plaza Suites & Embassy Suites Santa Clara,1
12,636,Mineta San José International Airport,3
12,637,Mineta San José International Airport,3
6,465,To Country Inn & Suites by Carlson and Aloft Santa Clara,3
6,464,To Country Inn & Suites by Carlson and Aloft Santa Clara,3
4,467,To Plaza Suites & Embassy Suites Santa Clara,1
6,466,To Country Inn & Suites by Carlson and Aloft Santa Clara,3
6,461,To Country Inn & Suites by Carlson and Aloft Santa Clara,2
6,460,To Country Inn & Suites by Carlson and Aloft Santa Clara,2
6,463,To Country Inn & Suites by Carlson and Aloft Santa Clara,3
6,462,To Country Inn & Suites by Carlson and Aloft Santa Clara,2
5,168,To Shoreline,3
6,169,To Shoreline,1
5,164,To Shoreline,3
5,165,To Shoreline,3
5,166,To Shoreline,3
5,167,To Shoreline,3
5,160,To Shoreline,2
5,161,To Shoreline,2
5,162,To Shoreline,2
5,163,To Shoreline,3
8,600,"Hyatt Regency Embarcadero, via Millbrae BART",2
0,9,To Shoreline,2
7,647,Mountain View Caltrain Loop,0
7,646,Mountain View Caltrain Loop,0
7,649,Mountain View Caltrain Loop,0
7,648,Mountain View Caltrain Loop,0
1,357,To Hotel Avante & Grand Hotel,1
1,356,To Hotel Avante & Grand Hotel,1
1,355,To Hotel Avante & Grand Hotel,1
1,354,To Hotel Avante & Grand Hotel,1
1,353,To Hotel Avante & Grand Hotel,1
1,352,To Hotel Avante & Grand Hotel,1
1,351,To Hotel Avante & Grand Hotel,1
1,350,To Hotel Avante & Grand Hotel,1
5,803,To BiltMore Hotel & Suites and Avatar Hotel,0
5,802,To BiltMore Hotel & Suites and Avatar Hotel,0
5,801,To BiltMore Hotel & Suites and Avatar Hotel,0
5,800,To BiltMore Hotel & Suites and Avatar Hotel,0
5,807,To BiltMore Hotel & Suites and Avatar Hotel,0
5,806,To BiltMore Hotel & Suites and Avatar Hotel,0
1,359,To Hotel Avante & Grand Hotel,1
1,358,To Hotel Avante & Grand Hotel,1
9,216,To Shoreline,2
9,217,To Shoreline,2
9,214,To Shoreline,1
9,215,To Shoreline,2
9,212,To Shoreline,1
9,213,To Shoreline,1
8,210,To Shoreline,3
9,211,To Shoreline,1
6,762,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
6,763,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
6,760,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
6,761,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
6,766,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
6,767,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
9,218,To Shoreline,2
9,219,To Shoreline,3
7,289,To Shoreline,3
7,288,To Shoreline,3
0,4,To Shoreline,1
7,281,To Mountain View Caltrain,2
7,280,To Mountain View Caltrain,2
7,283,To Mountain View Caltrain,2
7,282,To Mountain View Caltrain,2
7,285,To Mountain View Caltrain,2
7,284,To Mountain View Caltrain,2
7,287,To Shoreline,3
7,286,To Mountain View Caltrain,2
0,678,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
0,679,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
0,674,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
0,675,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
0,676,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
0,677,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
0,670,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
0,671,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
0,672,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
0,673,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,0
7,263,To Shoreline,2
7,262,To Shoreline,2
7,261,To Shoreline,2
7,260,To Shoreline,2
7,267,To Shoreline,2
7,266,To Shoreline,2
7,265,To Shoreline,2
7,264,To Shoreline,2
7,269,To Shoreline,2
7,268,To Shoreline,2
1,701,To Hotel Avante & Grand Hotel,0
1,59,To Shoreline,2
1,58,To Shoreline,2
1,55,To Shoreline,1
1,54,To Shoreline,1
1,57,To Shoreline,2
1,56,To Shoreline,2
1,51,To Shoreline,3
1,50,To Shoreline,3
1,53,To Shoreline,1
1,52,To Shoreline,3
5,537,To BiltMore Hotel & Suites and Avatar Hotel,2
5,536,To BiltMore Hotel & Suites and Avatar Hotel,2
5,535,To BiltMore Hotel & Suites and Avatar Hotel,2
1,63,To Shoreline,3
5,533,To BiltMore Hotel & Suites and Avatar Hotel,2
5,532,To BiltMore Hotel & Suites and Avatar Hotel,2
5,531,To BiltMore Hotel & Suites and Avatar Hotel,2
5,530,To BiltMore Hotel & Suites and Avatar Hotel,2
5,539,To BiltMore Hotel & Suites and Avatar Hotel,2
5,538,To BiltMore Hotel & Suites and Avatar Hotel,2
4,775,To Plaza Suites & Embassy Suites Santa Clara,0
4,774,To Plaza Suites & Embassy Suites Santa Clara,0
4,777,To Plaza Suites & Embassy Suites Santa Clara,0
3,115,To Shoreline,2
3,114,To Shoreline,2
3,117,To Shoreline,3
3,116,To Shoreline,3
3,111,To Shoreline,1
3,110,To Shoreline,3
3,113,To Shoreline,2
3,112,To Shoreline,1
4,771,To Plaza Suites & Embassy Suites Santa Clara,0
3,119,To Shoreline,3
3,118,To Shoreline,3
4,770,To Plaza Suites & Embassy Suites Santa Clara,0
4,773,To Plaza Suites & Embassy Suites Santa Clara,0
4,772,To Plaza Suites & Embassy Suites Santa Clara,0
6,429,To Country Inn & Suites by Carlson and Aloft Santa Clara,1
6,428,To Country Inn & Suites by Carlson and Aloft Santa Clara,1
5,534,To BiltMore Hotel & Suites and Avatar Hotel,2
3,421,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",2
3,420,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",2
3,423,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",3
3,422,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",2
3,425,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",3
3,424,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",3
6,427,To Country Inn & Suites by Carlson and Aloft Santa Clara,1
3,426,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",3
0,308,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,1
0,309,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,1
7,300,To Mountain View Caltrain,3
7,301,To Mountain View Caltrain,3
7,302,To Mountain View Caltrain,3
7,303,To Mountain View Caltrain,3
7,304,To Mountain View Caltrain,3
7,305,To Mountain View Caltrain,3
7,306,To Mountain View Caltrain,3
0,307,To Hilton Harden Inn Palo Alto & Palo Alto Caltrain,1
2,825,To The Domain Hotel & Wild Palms Hotel,0
2,824,To The Domain Hotel & Wild Palms Hotel,0
2,827,To The Domain Hotel & Wild Palms Hotel,0
2,846,To The Domain Hotel & Wild Palms Hotel,0
2,845,To The Domain Hotel & Wild Palms Hotel,0
2,826,To The Domain Hotel & Wild Palms Hotel,0
2,843,To The Domain Hotel & Wild Palms Hotel,0
2,842,To The Domain Hotel & Wild Palms Hotel,0
2,841,To The Domain Hotel & Wild Palms Hotel,0
2,840,To The Domain Hotel & Wild Palms Hotel,0
2,821,To The Domain Hotel & Wild Palms Hotel,0
5,820,To BiltMore Hotel & Suites and Avatar Hotel,0
2,823,To The Domain Hotel & Wild Palms Hotel,0
2,822,To The Domain Hotel & Wild Palms Hotel,0
2,568,To The Domain Hotel & Wild Palms Hotel,2
2,569,To The Domain Hotel & Wild Palms Hotel,2
6,751,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
6,750,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
6,757,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
3,737,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
6,755,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
6,754,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
2,560,To The Domain Hotel & Wild Palms Hotel,1
2,561,To The Domain Hotel & Wild Palms Hotel,1
2,562,To The Domain Hotel & Wild Palms Hotel,1
2,563,To The Domain Hotel & Wild Palms Hotel,1
2,564,To The Domain Hotel & Wild Palms Hotel,1
2,565,To The Domain Hotel & Wild Palms Hotel,1
2,566,To The Domain Hotel & Wild Palms Hotel,2
2,567,To The Domain Hotel & Wild Palms Hotel,2
3,739,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
7,229,To Shoreline,1
7,228,To Shoreline,1
7,227,To Shoreline,1
7,226,To Shoreline,1
7,225,To Shoreline,1
7,224,To Shoreline,1
7,223,To Shoreline,1
9,222,To Shoreline,3
9,221,To Shoreline,3
9,220,To Shoreline,3
3,391,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",1
3,726,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,727,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,724,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,390,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",1
3,722,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,723,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,720,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,721,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,728,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
3,729,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",0
5,151,To Shoreline,3
5,150,To Shoreline,3
5,153,To Shoreline,3
5,152,To Shoreline,3
5,155,To Shoreline,1
5,154,To Shoreline,3
5,157,To Shoreline,1
5,156,To Shoreline,1
5,159,To Shoreline,2
5,158,To Shoreline,1
9,609,"Westin St. Francis, via Millbrae BART",1
9,608,"Westin St. Francis, via Millbrae BART",1
12,634,Mineta San José International Airport,3
3,399,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",1
12,635,Mineta San José International Airport,3
6,749,To Country Inn & Suites by Carlson and Aloft Santa Clara,0
3,398,"To Cupertino Inn, Courtyard San Jose Cupertino & Hilton Garden Inn Cupertino",1
1,48,To Shoreline,3
1,49,To Shoreline,3
1,46,To Shoreline,2
1,47,To Shoreline,3
1,44,To Shoreline,2
1,45,To Shoreline,2
1,42,To Shoreline,1
1,43,To Shoreline,2
1,40,To Shoreline,1
1,41,To Shoreline,1
12,638,Mineta San José International Airport,3
0,5,To Shoreline,1
7,639,Mountain View Caltrain Loop,0
4,489,To Plaza Suites & Embassy Suites Santa Clara,2
4,488,To Plaza Suites & Embassy Suites Santa Clara,2
4,487,To Plaza Suites & Embassy Suites Santa Clara,2
4,486,To Plaza Suites & Embassy Suites Santa Clara,2
4,485,To Plaza Suites & Embassy Suites Santa Clara,1
4,484,To Plaza Suites & Embassy Suites Santa Clara,1
4,483,To Plaza Suites & Embassy Suites Santa Clara,1
4,482,To Plaza Suites & Embassy Suites Santa Clara,1
4,481,To Plaza Suites & Embassy Suites Santa Clara,1
4,480,To Plaza Suites & Embassy Suites Santa Clara,1
4,472,To Plaza Suites & Embassy Suites Santa Clara,1
4,473,To Plaza Suites & Embassy Suites Santa Clara,1
4,470,To Plaza Suites & Embassy Suites Santa Clara,1
4,471,To Plaza Suites & Embassy Suites Santa Clara,1
4,476,To Plaza Suites & Embassy Suites Santa Clara,1
4,477,To Plaza Suites & Embassy Suites Santa Clara,1
4,474,To Plaza Suites & Embassy Suites Santa Clara,1
4,475,To Plaza Suites & Embassy Suites Santa Clara,1
4,478,To Plaza Suites & Embassy Suites Santa Clara,1
4,479,To Plaza Suites & Embassy Suites Santa Clara,1
